"ID","Pokemon","Family","Shadow","Little_Rank","Great_Rank","Ultra_Rank","Master_Rank","Little_IVs","Great_IVs","Ultra_IVs","Master_IVs","Little_Level","Great_Level","Ultra_Level","Master_Level","Little_CP","Great_CP","Ultra_CP","Master_CP","Little_MoveSet","Great_MoveSet","Ultra_MoveSet","Master_MoveSet","Evo_Fam","Evo_Next","Previous_evols"
"486","Regigigas","Regigigas",FALSE,,,741,226,,,"0/13/10","15/15/15",,,21.5,50,,,2494,4913,,,"Hidden Power (Ground), Thunder, Focus Blast","Hidden Power (Ice), Return[legacy], Thunder","486","486","486"
"486","Regigigas (Shadow)","Regigigas",TRUE,,1009,742,289,,"0/8/12","0/13/10","15/15/15",,13,21.5,50,,1499,2498,4913,,"Hidden Power (Ground), Thunder, Focus Blast","Hidden Power (Ground), Thunder, Focus Blast","Hidden Power (Ice), Focus Blast, Thunder","486","486","486"
"487","Giratina (Origin)","Giratina",FALSE,,173,93,27,,"0/10/11","0/13/14","15/15/15",,15.5,25.5,50,,1499,2487,4164,,"Shadow Claw, Ominous Wind, Shadow Ball","Shadow Claw, Shadow Ball, Dragon Pulse","Shadow Claw, Shadow Ball, Ominous Wind","487","487","487"
"487&0-4attack","Giratina (Altered)","Giratina",FALSE,,,9,35,,,"0/14/15","15/15/15",,,28,50,,,2489,3820,,,"Shadow Claw, Dragon Claw, Shadow Sneak","Shadow Claw, Dragon Claw, Ancient Power","487&0-4attack","487&0-4attack","487&0-4attack"
"488","Cresselia","Cresselia",FALSE,,90,21,128,,"2/15/13","0/13/15","15/15/15",,20,37.5,50,,1497,2500,3230,,"Psycho Cut, Grass Knot, Moonblast","Psycho Cut, Grass Knot, Moonblast","Psycho Cut, Grass Knot[etm], Moonblast","488","488","488"
"488","Cresselia (Shadow)","Cresselia",TRUE,,130,48,178,,"2/15/13","0/13/15","15/15/15",,20,37.5,50,,1492,2497,3230,,"Psycho Cut, Grass Knot, Moonblast","Psycho Cut, Grass Knot, Moonblast","Psycho Cut, Grass Knot[etm], Moonblast","488","488","488"
"49","Venomoth","Venonat",FALSE,560,759,666,,"4/15/14","0/13/15","15/15/15",,9,27.5,50,,499,1499,2354,,"Infestation, Poison Fang, Silver Wind","Infestation, Poison Fang, Bug Buzz","Confusion, Poison Fang, Silver Wind",,"48;49","49","48;49"
"49","Venomoth (Shadow)","Venonat",TRUE,576,780,677,,"4/15/14","0/13/15","15/15/15",,9,27.5,50,,499,1499,2354,,"Infestation, Poison Fang, Silver Wind","Infestation, Poison Fang, Bug Buzz","Confusion, Poison Fang, Silver Wind",,"48;49","49","48;49"
"491","Darkrai","Darkrai",FALSE,716,,693,173,"12/15/15",,"0/10/14","15/15/15",5,,25,50,493,,2484,4227,"Snarl, Dark Pulse, Sludge Bomb",,"Snarl, Dark Pulse, Shadow Ball","Snarl, Dark Pulse, Focus Blast","491","491","491"
"492","Shaymin (Land)","Shaymin",FALSE,644,718,743,610,"0/13/15","0/10/13","0/15/10","15/15/15",6,17.5,29,50,500,1492,2490,3691,"Magical Leaf, Grass Knot, Energy Ball","Magical Leaf, Grass Knot, Seed Flare","Zen Headbutt, Grass Knot, Seed Flare","Zen Headbutt, Grass Knot, Seed Flare[etm]","492","492","492"
"492","Shaymin (Sky)","Shaymin",FALSE,656,924,659,209,"0/15/7","0/14/15","0/13/13","15/15/15",5.5,15.5,26,50,500,1489,2498,4061,"Magical Leaf, Grass Knot, Energy Ball","Magical Leaf, Grass Knot, Energy Ball","Magical Leaf, Grass Knot, Energy Ball","Magical Leaf, Grass Knot, Energy Ball","492","492","492"
"494","Victini","Victini",FALSE,,343,215,134,,"0/10/13","0/15/10","15/15/15",,17.5,29,50,,1498,2493,3691,,"Quick Attack, V-Create, Psychic","Quick Attack, V-Create, Psychic","Quick Attack, V-Create, Psychic","494","494","494"
"495","Snivy","Snivy",FALSE,454,,,,"0/13/13",,,,24.5,,,,500,,,,"Vine Whip, Seed Bomb, Wrap",,,,"495;496;497","495;496;497","495"
"495","Snivy (Shadow)","Snivy",TRUE,543,,,,"0/13/13",,,,24.5,,,,500,,,,"Vine Whip, Seed Bomb, Wrap",,,,"495;496;497","495;496;497","495"
"496","Servine","Snivy",FALSE,482,386,,,"1/15/15","4/15/14",,,13.5,50,,,499,1500,,,"Vine Whip, Grass Knot, Leaf Tornado","Vine Whip, Grass Knot, Wrap",,,"495;496;497","496;497","495;496"
"496","Servine (Shadow)","Snivy",TRUE,511,406,,,"1/15/15","4/15/14",,,13.5,50,,,499,1500,,,"Vine Whip, Grass Knot, Leaf Tornado","Vine Whip, Grass Knot, Leaf Tornado",,,"495;496;497","496;497","495;496"
"497","Serperior","Snivy",FALSE,295,55,119,340,"1/14/13","0/10/15","10/14/15","15/15/15",8.5,25.5,50,50,500,1499,2497,2574,"Vine Whip, Frenzy Plant, Aerial Ace","Vine Whip, Frenzy Plant, Aerial Ace","Vine Whip, Frenzy Plant, Aerial Ace","Vine Whip, Frenzy Plant[etm], Aerial Ace","495;496;497","497","495;496;497"
"497","Serperior (Shadow)","Snivy",TRUE,353,116,174,357,"1/14/13","0/10/15","10/14/15","15/15/15",8.5,25.5,50,50,500,1499,2497,2574,"Vine Whip, Frenzy Plant, Aerial Ace","Vine Whip, Frenzy Plant, Aerial Ace","Vine Whip, Frenzy Plant, Aerial Ace","Vine Whip, Frenzy Plant[etm], Aerial Ace","495;496;497","497","495;496;497"
"499","Pignite","Tepig",FALSE,,817,717,,,"0/15/15","15/15/15",,,29.5,50,,,1495,2175,,,"Ember, Flame Charge, Rock Tomb","Ember, Flame Charge, Rock Tomb",,"498;499;500","499;500","498;499"
"499","Pignite (Shadow)","Tepig",TRUE,,824,724,,,"0/15/15","15/15/15",,,29.5,50,,,1495,2175,,,"Ember, Flame Charge, Rock Tomb","Ember, Flame Charge, Rock Tomb",,"498;499;500","499;500","498;499"
"5","Charmeleon","Charmander",FALSE,,644,,,,"0/13/15",,,,40,,,,1496,,,,"Fire Fang, Fire Punch, Return",,,"4;5;6","5;6","4;5"
"5","Charmeleon (Shadow)","Charmander",TRUE,,535,,,,"0/13/15",,,,40,,,,1496,,,,"Fire Fang, Fire Punch, Flamethrower",,,"4;5;6","5;6","4;5"
"50","Diglett","Diglett",FALSE,359,,,,"1/15/13",,,,29.5,,,,499,,,,"Mud Slap, Mud Bomb, Rock Tomb",,,,"50;51","50;51","50"
"50","Diglett (Shadow)","Diglett",TRUE,260,,,,"1/15/13",,,,29.5,,,,499,,,,"Mud Slap, Mud Bomb, Rock Tomb",,,,"50;51","50;51","50"
"50&alola","Diglett (Alolan)","Diglett",FALSE,153,,,,"0/15/14",,,,29,,,,499,,,,"Mud Slap, Mud Bomb, Rock Tomb",,,,"50&alola;51&alola","51&alola","50&alola"
"50&alola","Diglett (Alolan) (Shadow)","Diglett",TRUE,89,,,,"0/15/14",,,,29,,,,499,,,,"Mud Slap, Mud Bomb, Rock Tomb",,,,"50&alola;51&alola","51&alola","50&alola"
"500","Emboar","Tepig",FALSE,,892,566,390,,"0/14/9","0/15/14","15/15/15",,19,32.5,50,,1494,2498,3372,,"Ember, Blast Burn, Rock Slide","Ember, Blast Burn, Rock Slide","Ember, Blast Burn[etm], Rock Slide","498;499;500","500","498;499;500"
"500","Emboar (Shadow)","Tepig",TRUE,,869,629,430,,"0/14/9","0/15/14","15/15/15",,19,32.5,50,,1494,2498,3372,,"Ember, Blast Burn, Rock Slide","Ember, Blast Burn, Rock Slide","Ember, Blast Burn[etm], Rock Slide","498;499;500","500","498;499;500"
"502","Dewott","Oshawott",FALSE,,229,,,,"0/15/15",,,,36,,,,1499,,,,"Fury Cutter, Aqua Tail, X-Scissor",,,"501;502;503","502;503","501;502"
"502","Dewott (Shadow)","Oshawott",TRUE,,208,,,,"0/15/15",,,,36,,,,1498,,,,"Fury Cutter, Aqua Tail, X-Scissor",,,"501;502;503","502;503","501;502"
"503","Samurott","Oshawott",FALSE,,74,350,258,,"0/14/14","1/15/15","15/15/15",,20,36,50,,1498,2496,3194,,"Fury Cutter, Hydro Cannon, Megahorn","Fury Cutter, Hydro Cannon, Razor Shell","Fury Cutter, Hydro Cannon[etm], Razor Shell","501;502;503","503","501;502;503"
"503","Samurott (Shadow)","Oshawott",TRUE,,359,136,254,,"0/14/14","1/15/15","15/15/15",,20,36,50,,1498,2496,3194,,"Fury Cutter, Hydro Cannon, Razor Shell","Fury Cutter, Hydro Cannon, Megahorn","Fury Cutter, Hydro Cannon[etm], Razor Shell","501;502;503","503","501;502;503"
"503&hisui","Samurott (Hisuian)",,FALSE,518,447,418,290,"0/13/8","0/15/14","0/15/13","15/15/15",7,20,37,50,499,1496,2499,3167,"Snarl, Icy Wind, X-Scissor","Fury Cutter, Dark Pulse, Icy Wind","Fury Cutter, Icy Wind, Dark Pulse","Snarl, Icy Wind, Razor Shell",,,
"504","Patrat","Patrat",FALSE,593,,,,"0/15/15",,,,25.5,,,,500,,,,"Tackle, Hyper Fang, Grass Knot",,,,"504;505","504;505","504"
"504","Patrat (Shadow)","Patrat",TRUE,525,,,,"0/15/15",,,,25.5,,,,500,,,,"Tackle, Hyper Fang, Grass Knot",,,,"504;505","504;505","504"
"505","Watchog","Patrat",FALSE,479,938,,,"0/15/14","0/15/15",,,10.5,33,,,497,1497,,,"Bite, Hyper Fang, Crunch","Bite, Crunch, Hyper Fang",,,"504;505","505","504;505"
"505","Watchog (Shadow)","Patrat",TRUE,371,920,,,"0/15/14","0/15/15",,,10.5,33,,,497,1497,,,"Bite, Hyper Fang, Crunch","Bite, Crunch, Hyper Fang",,,"504;505","505","504;505"
"506","Lillipup","Lillipup",FALSE,638,,,,"0/13/15",,,,22,,,,497,,,,"Sand Attack, Dig, Rock Tomb",,,,"506;507;508","506;507;508","506"
"507","Herdier","Lillipup",FALSE,647,578,,,"0/10/13","1/15/15",,,12.5,43,,,496,1497,,,"Sand Attack, Dig, Thunderbolt","Sand Attack, Dig, Thunderbolt",,,"506;507;508","507;508","506;507"
"508","Stoutland","Lillipup",FALSE,253,443,332,304,"0/5/14","0/15/13","0/14/15","15/15/15",7,20,36.5,50,495,1500,2496,3196,"Ice Fang, Wild Charge, Crunch","Sand Attack, Wild Charge, Crunch","Sand Attack, Wild Charge, Crunch","Sand Attack, Wild Charge, Crunch","506;507;508","508","506;507;508"
"509","Purrloin","Purrloin",FALSE,33,,,,"0/14/13",,,,26.5,,,,499,,,,"Sucker Punch, Night Slash, Play Rough",,,,"509;510","509;510","509"
"509","Purrloin (Shadow)","Purrloin",TRUE,25,,,,"0/14/13",,,,26.5,,,,499,,,,"Sucker Punch, Night Slash, Play Rough",,,,"509;510","509;510","509"
"51","Dugtrio","Diglett",FALSE,485,324,,,"0/13/12","0/14/15",,,12.5,44,,,497,1495,,,"Sucker Punch, Mud Bomb, Stone Edge","Mud Slap, Mud Bomb, Stone Edge",,,"50;51","51","50;51"
"51","Dugtrio (Shadow)","Diglett",TRUE,437,303,,,"0/13/12","0/14/15",,,12.5,44,,,497,1495,,,"Sucker Punch, Mud Bomb, Stone Edge","Mud Slap, Mud Bomb, Stone Edge",,,"50;51","51","50;51"
"51&alola","Dugtrio (Alolan)","Diglett",FALSE,195,272,,,"0/12/13","0/14/15",,,10,29.5,,,498,1497,,,"Mud Slap, Mud Bomb, Iron Head","Mud Slap, Mud Bomb, Iron Head",,,"50&alola;51&alola","51&alola","50&alola;51&alola"
"51&alola","Dugtrio (Alolan) (Shadow)","Diglett",TRUE,109,199,,,"0/12/13","0/14/15",,,10,29.5,,,498,1497,,,"Mud Slap, Mud Bomb, Iron Head","Mud Slap, Mud Bomb, Iron Head",,,"50&alola;51&alola","51&alola","50&alola;51&alola"
"510","Liepard","Purrloin",FALSE,697,926,,,"0/10/14","0/15/14",,,10.5,31.5,,,498,1499,,,"Snarl, Dark Pulse, Play Rough","Snarl, Dark Pulse, Play Rough",,,"509;510","510","509;510"
"510","Liepard (Shadow)","Purrloin",TRUE,710,894,,,"0/10/14","0/15/14",,,10.5,31.5,,,498,1499,,,"Snarl, Dark Pulse, Play Rough","Snarl, Dark Pulse, Play Rough",,,"509;510","510","509;510"
"511","Pansage","Pansage",FALSE,569,,,,"0/14/15",,,,21,,,,499,,,,"Vine Whip, Crunch, Seed Bomb",,,,"511;512","511;512","511"
"512","Simisage","Pansage",FALSE,669,667,537,529,"3/15/14","0/14/15","3/15/15","15/15/15",8,24,49.5,50,498,1496,2495,2657,"Vine Whip, Crunch, Grass Knot","Vine Whip, Grass Knot, Crunch","Vine Whip, Crunch, Grass Knot","Vine Whip, Crunch, Grass Knot","511;512","512","511;512"
"514","Simisear","Pansear",FALSE,,749,487,541,,"0/14/15","3/15/15","15/15/15",,24,49.5,50,,1496,2495,2657,,"Fire Spin, Crunch, Flamethrower","Fire Spin, Crunch, Flamethrower","Fire Spin, Crunch, Flamethrower","513;514","514","513;514"
"516","Simipour","Panpour",FALSE,,785,560,571,,"0/14/15","3/15/15","15/15/15",,24,49.5,50,,1496,2495,2657,,"Water Gun, Surf, Crunch","Water Gun, Surf, Crunch","Water Gun, Surf, Crunch","515;516","516","515;516"
"517","Munna","Munna",FALSE,,1016,,,,"15/15/15",,,,50,,,,1294,,,,"Charge Beam, Psyshock, Dazzling Gleam",,,"517;518","517;518","517"
"518","Musharna","Munna",FALSE,,990,685,589,,"0/12/15","0/15/15","15/15/15",,21,39.5,50,,1499,2498,3079,,"Charge Beam, Psyshock, Dazzling Gleam","Charge Beam, Psyshock, Dazzling Gleam","Charge Beam, Psyshock, Dazzling Gleam","517;518","518","517;518"
"519","Pidove","Pidove",FALSE,103,,,,"0/15/12",,,,24,,,,499,,,,"Quick Attack, Aerial Ace, Return",,,,"519;520;521","519;520;521","519"
"519","Pidove (Shadow)","Pidove",TRUE,116,,,,"0/15/12",,,,24,,,,499,,,,"Quick Attack, Aerial Ace, Heat Wave",,,,"519;520;521","519;520;521","519"
"52","Meowth","Meowth",FALSE,214,,,,"1/15/14",,,,27,,,,500,,,,"Scratch, Body Slam, Night Slash",,,,"52;53;863","52;53;863","52"
"52","Meowth (Shadow)","Meowth",TRUE,82,,,,"1/15/14",,,,27,,,,500,,,,"Scratch, Body Slam, Night Slash",,,,"52;53;863","52;53;863","52"
"52&alola","Meowth (Alolan)","Meowth",FALSE,146,,,,"1/15/15",,,,25,,,,497,,,,"Bite, Night Slash, Trailblaze",,,,"52&alola;53&alola","53&alola","52&alola"
"520","Tranquill","Pidove",FALSE,433,758,,,"0/14/14","2/15/15",,,13.5,50,,,497,1494,,,"Air Slash, Aerial Ace, Sky Attack","Air Slash, Aerial Ace, Return",,,"519;520;521","520;521","519;520"
"520","Tranquill (Shadow)","Pidove",TRUE,387,728,,,"0/14/14","2/15/15",,,13.5,50,,,497,1494,,,"Air Slash, Aerial Ace, Sky Attack","Air Slash, Aerial Ace, Sky Attack",,,"519;520;521","520;521","519;520"
"521","Unfezant","Pidove",FALSE,577,994,723,616,"0/15/14","0/15/14","2/15/13","15/15/15",7,20.5,38,50,499,1495,2495,3091,"Air Slash, Sky Attack, Hyper Beam","Air Slash, Sky Attack, Hyper Beam","Air Slash, Sky Attack, Return","Air Slash, Sky Attack, Return[legacy]","519;520;521","521","519;520;521"
"521","Unfezant (Shadow)","Pidove",TRUE,,984,730,620,,"0/15/14","2/15/13","15/15/15",,20.5,38,50,,1495,2495,3091,,"Air Slash, Sky Attack, Hyper Beam","Air Slash, Sky Attack, Hyper Beam","Air Slash, Sky Attack, Hyper Beam","519;520;521","521","519;520;521"
"522","Blitzle","Blitzle",FALSE,618,,,,"0/15/13",,,,22.5,,,,498,,,,"Quick Attack, Flame Charge, Discharge",,,,"522;523","522;523","522"
"522","Blitzle (Shadow)","Blitzle",TRUE,667,,,,"0/15/13",,,,22.5,,,,498,,,,"Quick Attack, Flame Charge, Discharge",,,,"522;523","522;523","522"
"523","Zebstrika","Blitzle",FALSE,706,765,464,512,"0/12/11","0/15/9","0/13/15","15/15/15",8,23.5,48.5,50,499,1496,2495,2745,"Spark, Wild Charge, Flame Charge","Spark, Wild Charge, Flame Charge","Spark, Wild Charge, Flame Charge","Spark, Wild Charge, Flame Charge","522;523","523","522;523"
"523","Zebstrika (Shadow)","Blitzle",TRUE,,848,489,545,,"0/15/9","0/13/15","15/15/15",,23.5,48.5,50,,1496,2495,2745,,"Spark, Wild Charge, Flame Charge","Spark, Wild Charge, Flame Charge","Spark, Wild Charge, Flame Charge","522;523","523","522;523"
"524","Roggenrola","Roggenrola",FALSE,,956,,,,"15/15/15",,,,50,,,,1362,,,,"Smack Down, Stone Edge, Rock Blast",,,"524;525;526","524;525;526","524"
"524","Roggenrola (Shadow)","Roggenrola",TRUE,,936,,,,"15/15/15",,,,50,,,,1362,,,,"Smack Down, Stone Edge, Rock Blast",,,"524;525;526","524;525;526","524"
"525","Boldore","Roggenrola",FALSE,,779,581,,,"0/15/15","15/15/15",,,28,50,,,1484,2293,,,"Mud Slap, Rock Slide, Bulldoze","Mud Slap, Stone Edge, Rock Slide",,"524;525;526","525;526","524;525"
"525","Boldore (Shadow)","Roggenrola",TRUE,,705,587,,,"0/15/15","15/15/15",,,28,50,,,1500,2293,,,"Mud Slap, Stone Edge, Rock Slide","Mud Slap, Stone Edge, Rock Slide",,"524;525;526","525;526","524;525"
"526","Gigalith","Roggenrola",FALSE,,595,280,163,,"0/11/15","0/13/15","15/15/15",,17.5,29,50,,1492,2496,3650,,"Mud Slap, Superpower, Meteor Beam","Mud Slap, Superpower, Meteor Beam","Mud Slap, Superpower, Meteor Beam[etm]","524;525;526","526","524;525;526"
"526","Gigalith (Shadow)","Roggenrola",TRUE,,592,365,198,,"0/11/15","0/13/15","15/15/15",,17.5,29,50,,1492,2496,3650,,"Mud Slap, Meteor Beam, Superpower","Mud Slap, Meteor Beam, Superpower","Mud Slap, Meteor Beam[etm], Superpower","524;525;526","526","524;525;526"
"527","Woobat","Woobat",FALSE,340,,,,"0/15/15",,,,19.5,,,,496,,,,"Confusion, Aerial Ace, Psyshock",,,,"527;528","527;528","527"
"528","Swoobat","Woobat",FALSE,350,369,,,"2/15/14","0/15/9",,,11,38,,,500,1499,,,"Confusion, Fly, Psychic Fangs","Confusion, Fly, Psychic Fangs",,,"527;528","528","527;528"
"529","Drilbur","Drilbur",FALSE,360,452,,,"0/15/14","10/15/15",,,14,49.5,,,500,1499,,,"Mud Slap, Drill Run, Rock Tomb","Mud Slap, Drill Run, Rock Tomb",,,"529;530","529;530","529"
"529","Drilbur (Shadow)","Drilbur",TRUE,244,467,,,"0/15/14","10/15/15",,,14,49.5,,,500,1499,,,"Mud Slap, Drill Run, Rock Tomb","Mud Slap, Drill Run, Rock Tomb",,,"529;530","529;530","529"
"53","Persian","Meowth",FALSE,632,866,,,"0/15/12","0/14/13",,,11.5,39,,,494,1496,,,"Feint Attack, Night Slash, Power Gem","Feint Attack, Night Slash, Power Gem",,,"52;53;863","53","52;53"
"53","Persian (Shadow)","Meowth",TRUE,625,843,,,"0/15/12","0/14/13",,,11.5,39,,,494,1496,,,"Feint Attack, Night Slash, Power Gem","Feint Attack, Night Slash, Power Gem",,,"52;53;863","53","52;53"
"53&alola","Persian (Alolan)","Meowth",FALSE,624,853,,,"0/15/9","1/15/15",,,11,34.5,,,494,1498,,,"Feint Attack, Foul Play, Trailblaze","Feint Attack, Foul Play, Play Rough",,,"52&alola;53&alola","53&alola","52&alola;53&alola"
"530","Excadrill","Drilbur",FALSE,164,388,160,118,"0/14/11","2/15/14","0/15/15","15/15/15",6,17,28.5,50,500,1494,2490,3667,"Mud Slap, Drill Run, Rock Slide","Mud Slap, Drill Run, Rock Slide","Mud Slap, Drill Run, Rock Slide","Mud Slap, Drill Run, Rock Slide","529;530","530","529;530"
"530","Excadrill (Shadow)","Drilbur",TRUE,,372,216,98,,"2/15/14","0/15/15","15/15/15",,17,28.5,50,,1494,2490,3667,,"Mud Slap, Drill Run, Rock Slide","Mud Slap, Drill Run, Rock Slide","Mud Slap, Drill Run, Rock Slide","529;530","530","529;530"
"531","Audino","Audino",FALSE,712,992,745,,"0/12/10","0/15/13","15/15/14",,12,41,50,,498,1499,1902,,"Zen Headbutt, Disarming Voice, Hyper Beam","Zen Headbutt, Disarming Voice, Hyper Beam","Zen Headbutt, Disarming Voice, Hyper Beam",,"531","531","531"
"532","Timburr","Timburr",FALSE,,1003,,,,"15/15/15",,,,50,,,,1487,,,,"Low Kick, Brick Break, Rock Tomb",,,"532;533;534","532;533;534","532"
"532","Timburr (Shadow)","Timburr",TRUE,,1007,,,,"15/15/15",,,,50,,,,1487,,,,"Low Kick, Brick Break, Rock Tomb",,,"532;533;534","532;533;534","532"
"533","Gurdurr","Timburr",FALSE,,638,536,570,,"1/15/15","15/15/14","15/15/15",,26,50,50,,1491,2452,2452,,"Poison Jab, Brick Break, Stone Edge","Poison Jab, Brick Break, Stone Edge","Poison Jab, Brick Break, Stone Edge","532;533;534","533;534","532;533"
"533","Gurdurr (Shadow)","Timburr",TRUE,,605,548,555,,"1/15/15","15/15/14","15/15/15",,26,50,50,,1491,2452,2452,,"Poison Jab, Stone Edge, Brick Break","Poison Jab, Brick Break, Stone Edge","Poison Jab, Stone Edge, Brick Break","532;533;534","533;534","532;533"
"534","Conkeldurr","Timburr",FALSE,,440,335,158,,"3/15/14","0/15/12","15/15/15",,16.5,28,50,,1495,2498,3773,,"Counter, Brutal Swing, Dynamic Punch","Counter, Brutal Swing, Dynamic Punch","Counter, Brutal Swing[etm], Dynamic Punch","532;533;534","534","532;533;534"
"534","Conkeldurr (Shadow)","Timburr",TRUE,,363,341,122,,"3/15/14","0/15/12","15/15/15",,16.5,28,50,,1495,2498,3773,,"Counter, Brutal Swing, Dynamic Punch","Counter, Brutal Swing, Dynamic Punch","Counter, Brutal Swing[etm], Dynamic Punch","532;533;534","534","532;533;534"
"536","Palpitoad","Tympole",FALSE,538,468,,,"0/12/8","9/15/15",,,14.5,49.5,,,499,1497,,,"Bubble, Earth Power, Water Pulse","Mud Shot, Earth Power, Water Pulse",,,"535;536;537","536;537","535;536"
"537","Seismitoad","Tympole",FALSE,436,541,269,370,"1/15/13","1/15/15","0/15/12","15/15/15",7.5,22,44.5,50,500,1498,2495,2899,"Bubble, Muddy Water, Earth Power","Mud Shot, Earth Power, Sludge Bomb","Mud Shot, Earth Power, Sludge Bomb","Mud Shot, Earth Power, Muddy Water","535;536;537","537","535;536;537"
"538","Throh","Throh",FALSE,,976,709,605,,"2/15/15","0/14/15","15/15/15",,22,45,50,,1493,2495,2896,,"Low Kick, Body Slam, Brick Break","Low Kick, Body Slam, Brick Break","Low Kick, Body Slam, Brick Break","538","538","538"
"538","Throh (Shadow)","Throh",TRUE,,980,722,596,,"2/15/15","0/14/15","15/15/15",,22,45,50,,1493,2495,2896,,"Low Kick, Body Slam, Brick Break","Low Kick, Body Slam, Brick Break","Low Kick, Body Slam, Brick Break","538","538","538"
"539","Sawk","Sawk",FALSE,,768,643,424,,"0/15/15","0/15/11","15/15/15",,20,37.5,50,,1500,2497,3152,,"Poison Jab, Body Slam, Brick Break","Poison Jab, Body Slam, Brick Break","Poison Jab, Body Slam, Brick Break","539","539","539"
"539","Sawk (Shadow)","Sawk",TRUE,,654,591,364,,"0/15/15","0/15/11","15/15/15",,20,37.5,50,,1500,2497,3152,,"Poison Jab, Body Slam, Brick Break","Poison Jab, Body Slam, Brick Break","Poison Jab, Body Slam, Brick Break","539","539","539"
"540","Sewaddle","Sewaddle",FALSE,484,,,,"0/15/11",,,,21,,,,497,,,,"Bug Bite, Silver Wind, Seed Bomb",,,,"540;541;542","540;541;542","540"
"541","Swadloon","Sewaddle",FALSE,521,673,,,"0/15/14","12/15/14",,,14.5,49.5,,,498,1500,,,"Bug Bite, Silver Wind, Bug Buzz","Bug Bite, Energy Ball, Silver Wind",,,"540;541;542","541;542","540;541"
"542","Leavanny","Sewaddle",FALSE,257,146,149,280,"0/11/15","0/13/14","0/12/14","15/15/15",7.5,22,44,50,500,1499,2497,2917,"Shadow Claw, Leaf Blade, X-Scissor","Shadow Claw, Leaf Blade, X-Scissor","Shadow Claw, Leaf Blade, X-Scissor","Shadow Claw[etm], Leaf Blade, XScissor","540;541;542","542","540;541;542"
"543","Venipede","Venipede",FALSE,391,,,,"0/14/14",,,,29.5,,,,497,,,,"Poison Sting, Sludge Bomb, Signal Beam",,,,"543;544;545","543;544;545","543"
"543","Venipede (Shadow)","Venipede",TRUE,500,,,,"0/14/14",,,,29.5,,,,499,,,,"Poison Sting, Sludge Bomb, Signal Beam",,,,"543;544;545","543;544;545","543"
"544","Whirlipede","Venipede",FALSE,304,793,,,"0/15/9","15/15/15",,,18,50,,,498,1293,,,"Poison Sting, Sludge Bomb, Signal Beam","Poison Sting, Sludge Bomb, Signal Beam",,,"543;544;545","544;545","543;544"
"544","Whirlipede (Shadow)","Venipede",TRUE,423,818,,,"0/15/9","15/15/15",,,18,50,,,500,1293,,,"Poison Sting, Sludge Bomb, Signal Beam","Poison Sting, Sludge Bomb, Signal Beam",,,"543;544;545","544;545","543;544"
"545","Scolipede","Venipede",FALSE,399,513,326,445,"0/10/11","1/15/14","0/15/15","15/15/15",8,23,47.5,50,500,1495,2500,2766,"Poison Jab, X-Scissor, Sludge Bomb","Poison Jab, X-Scissor, Sludge Bomb","Poison Jab, X-Scissor, Sludge Bomb","Poison Jab, X-Scissor, Sludge Bomb","543;544;545","545","543;544;545"
"545","Scolipede (Shadow)","Venipede",TRUE,,516,345,427,,"1/15/14","0/15/15","15/15/15",,23,47.5,50,,1495,2500,2766,,"Poison Jab, X-Scissor, Sludge Bomb","Poison Jab, X-Scissor, Sludge Bomb","Poison Jab, X-Scissor, Sludge Bomb","543;544;545","545","543;544;545"
